Threads,100,500,1000,2000,3000,4000,5000
1,0.897,104.21,835.162,6681.68,22589.6,53635.2,103315
2,0.83,53.31,418.782,3334.65,11211.3,26583.5,51559
4,0.673,29.286,223.564,1722.24,5813.75,14033.1,27148.3
8,0.612,16.362,116.633,925.744,3068.74,7185.98,14181.4
16,1.515,13.311,72.044,527.713,1877.06,4206.85,8088.77
32,24.116,13.703,71.094,512.607,1716.12,4013.39,7816.67
64,13.329,46.954,156.691,777.264,2023.24,4369.37,8283.65
128,20.002,79.795,199.142,803.907,1896.81,3818.93,6850.27
